;Speed;Pressure;Volume;Thickness;Resistance;Type;Def;Time;Cost
695;61,02863;476,5885;3,652601;98,69566;28.12021  B;;0;53,39069;79,30688
696;27,96104;470,4231;0,096936;73,01268;25.75396  B;;0;120,4131;113,4745
697;42,46879;288,2082;1,729975;88,29848;35.23142  B;;0;92,8562;119,2107
698;35,3728;612,6712;0,191252;71,2579;62.97402  B;;0;103,8906;79,83641
699;16,41038;407,8781;3,197177;92,52358;57.11159  B;;0;138,9897;114,7281
700;4,853894;372,0031;0,401218;99,77481;49.06138  B;;0;163,0318;140,0273
701;20,378;287,8711;5,234887;84,44962;32.73765  B;;0;135,5775;144,4255
702;34,07458;130,9977;0,008559;82,32525;63.0437  B;;0;104,8074;153,4524
703;31,89362;504,7934;0,624747;95,48878;56.82206  B;;0;109,9399;110,0127
706;25,14329;243,1225;0,013067;74,18323;57.38796  B;;0;121,1963;140,3718
707;21,05483;405,2345;0,5903;75,89191;33.10844  B;;0;132,824;122,2943
708;26,64574;295,7485;1,663496;73,64384;63.1328  B;;0;124,1229;144,0164
709;30,83592;514,2878;5,173936;75,21165;35.4792  B;;0;114,1409;94,95144
710;45,08259;379,1315;0,503144;89,22533;29.20172  B;;0;85,84542;113,9327
711;;;;;;;;;
712;43,77285;232,9439;1,383937;99,27198;48.9354  B;;0;83,45195;126,8107
713;39,11334;481,4702;3,251669;90,46212;64.34028  B;;0;99,66641;95,38972
714;20,90885;272,5363;3,197929;96,44564;28.0811  B;;0;134,4347;142,4365
715;15,33801;450,2479;4,638619;99,76805;25.56015  B;;0;142,0182;123,3813
716;30,73692;285,2604;3,85951;91,86478;26.81722  B;;0;110,845;135,1905
717;64,75536;376,7714;0,005807;93,50223;23.36683  B;;0;45,23429;89,68563
718;27,98036;567,417;0,033048;82,67821;67.8642  B;;0;121,1407;103,827
719;47,87167;258,6199;0,827853;82,43224;42.67211  B;;0;80,40483;120,9943
720;29,20731;255,5779;1,974547;95,68592;60.31281  B;;0;111,9441;140,0173
721;33,57028;238,5442;0,765991;74,89968;65.97219  B;;0;103,5129;136,0631
722;22,62408;305,6024;0,105361;78,94853;42.63003  B;;0;129,1453;141,5491
723;36,39295;371,9408;1,721662;84,37581;44.33807  B;;0;110,3767;107,3632
724;30,80389;216,4874;0,041981;91,75325;56.92716  B;;0;117,4019;142,8059
725;31,05874;411,1993;0,06085;95,17955;58.75784  B;;0;113,0576;119,0972
726;39,37467;261,645;0,683967;86,75069;59.00322  B;;0;94,09522;125,3689
727;46,32911;389,6264;0,033128;87,5239;33.52038  B;;0;81,00034;104,524
728;36,48642;473,3934;0,800971;80,67786;42.03089  B;;0;104,1935;101,2331
729;61,91064;481,9034;0,41579;86,55699;32.67694  B;;0;50,28369;76,18093
730;39,64652;369,5744;12,18727;70,97672;54.24908  B;;0;95,03229;111,1049
731;44,15244;1,590158;0,08051;88,09653;28.38311  B;;0;85,61659;159,8276
732;26,40367;514,8952;3,105727;74,09374;44.67124  B;;0;120,5695;97,87456
733;22,87537;496,8916;0,168565;74,73719;20.90626  B;;0;126,4407;108,1663
734;37,85429;269,7884;1,287301;93,69262;28.64653  B;;0;92,15569;130,1446
735;29,1255;289,0627;17,03057;79,85496;45.21082  B;;0;117,703;131,6447
736;34,38075;391,2157;4,743419;99,99314;25.72894  B;;0;103,5735;113,5277
737;43,63233;509,629;2,932164;79,14141;58.42579  B;;0;80,89547;91,7062
738;39,96463;336,0829;0,225327;72,65034;57.55552  B;;0;95,34257;115,7536
739;33,44022;318,4943;1,080825;99,13893;57.29682  B;;0;117,1744;127,2527
740;42,73042;332,5474;0,386607;93,04059;41.7431  B;;0;89,9245;115,6912
741;24,2423;365,7101;1,872119;93,8074;50.82449  B;;0;128,7018;136,605
742;44,54546;379,8184;0,75308;80,30373;69.57427  B;;0;87,0912;115,4531
743;24,38496;394,8564;2,430605;83,31287;64.85189  M;;0;102,8817;109,448
744;49,8567;365,0064;0,529938;81,13466;58.56914  M;;0;49,79976;96,22309
745;54,8798;383,6722;1,726186;78,40161;44.02251  M;;0;40,36476;96,60854
746;30,83547;330,6898;0,263335;85,27959;35.88868  M;;0;88,97786;117,9784
747;31,96243;481,4084;2,808125;78,28671;58.90522  M;;0;86,53407;90,85655
748;34,14677;146,5177;0,006003;73,42846;47.65253  M;;0;80,50751;147,1867
749;53,90782;376,4542;1,482837;81,84709;32.1082  M;;0;42,49825;92,63399
750;34,90742;303,775;1,601618;72,28667;23.87502  M;;0;77,65581;114,5649
753;70,52854;731,2099;0,095476;71,97909;45.69512  M;;0;8,930209;30,94941
754;34,70091;516,0455;1,043238;79,49239;23.2391  M;;0;78,58417;85,26495
755;54,59608;429,7746;0,037044;82,35183;55.03505  M;;0;41,54749;85,25458
756;28,80147;289,1786;2,228321;72,00901;59.31614  M;;0;91,88311;117,2394
757;47,20302;324,9746;2,268071;81,0297;66.97778  M;;0;56,01998;103,7131
758;32,45405;344,6211;0,085312;92,95248;29.71686  M;;0;87,56173;112,4142
759;25,31982;217,4277;1,556731;85,11631;53.01421  M;;1;98,17934;149,0139
760;47,36409;244,1142;0,998277;73,73524;64.70116  M;;0;56,78193;116,4612
761;43,42846;310,763;0,003011;91,77737;56.89583  M;;0;61,64278;102,988
762;48,60113;28,92841;2,560738;85,4532;20.72839  M;;0;52,79275;142,2916
763;21,42264;291,7893;3,423044;92,41881;55.86348  M;;0;106,8046;131,142
764;57,28295;350,3372;1,691444;70,38788;34.14715  M;;0;34,84653;91,58818
765;25,03653;448,6313;2,797069;75,40681;54.91742  M;;0;99,5083;106,1807
766;28,87189;370,3976;0,116294;83,57515;62.21122  M;;0;93,75593;110,3414
767;30,2979;337,8576;0,950747;85,54591;65.67677  M;;0;90,78976;122,0213
768;32,32367;347,9271;0,061914;89,80866;69.91432  M;;0;86,56245;114,4963
769;37,58833;302,1064;0,636481;81,84349;42.02842  M;;0;73,3591;115,4699
770;48,82557;323,682;0,539348;77,54006;42.61212  M;;0;53,926;103,778
771;32,57004;492,8906;0,13273;71,71227;28.26562  M;;0;84,33935;93,97355
772;26,96759;280,6471;0,117141;95,8642;39.52498  M;;0;95,9603;138,2643
773;54,13718;390,3378;1,643747;81,87881;69.19217  M;;0;42,94341;80,18512
774;25,24114;406,9517;0,902072;93,80499;39.06726  M;;0;101,0568;114,2058
775;22,27019;295,9798;0,065908;92,02386;36.67074  M;;0;106,7121;132,8907
776;59,76354;278,4107;0,215929;93,06064;52.42024  M;;0;31,71807;101,631
777;29,81005;604,1197;0,029823;74,62566;24.32733  M;;0;92,84799;76,43345
778;37,76725;168,8733;0,078209;88,44919;69.88424  M;;0;74,69763;135,5175
779;33,32067;497,5541;6,779702;88,72731;55.32062  M;;0;82,93904;90,43624
780;27,75324;527,4099;0,315683;87,13187;50.79822  M;;0;94,53998;92,40122
781;27,26849;510,7423;0,387293;78,94083;57.45878  M;;0;93,75377;91,1863
782;22,99267;531,6229;1,442007;82,06497;64.66056  M;;0;105,5613;94,60669
783;29,01554;489,5989;0,073758;88,8931;33.78008  M;;0;91,98806;92,93234
784;52,26183;379,6646;0,284046;93,39127;23.16889  M;;0;45,43475;90,5214
785;32,62066;215,5969;1,854544;84,22887;61.32757  M;;0;85,44313;135,2035
786;27,50251;370,6092;2,472948;83,38231;27.85789  M;;0;95,38644;114,8058
787;61,66057;346,3574;0,181528;85,26988;59.86511  M;;0;26,94822;87,12227
788;53,56142;548,7177;0,480618;78,74362;20.8144  M;;0;43,76083;65,4105
789;17,28431;94,64104;1,951526;88,59293;28.30116  M;;0;115,3198;164,7571
790;20,67231;246,1151;3,076465;96,645;41.60646  M;;0;110,2921;136,5152
791;52,07432;352,9297;0,490981;79,02555;46.35959  M;;0;43,9541;94,55709
792;41,24037;430,6525;0,005827;70,58129;58.59094  M;;0;67,65907;101,3168
793;39,18952;360,0886;1,86111;71,61279;54.79984  M;;0;70,0918;99,06544
794;40,89883;373,9512;0,274495;90,34195;66.4789  M;;0;68,09397;107,0101
795;31,26465;268,0629;2,860022;86,67991;56.75948  M;;0;86,65012;132,9758
796;29,32935;145,0867;0,133966;70,99363;63.80776  M;;0;91,13313;154,2768
797;24,91302;405,7855;0,332487;93,53879;29.49741  M;;0;99,80574;107,6449
800;29,86977;208,0416;0,671596;97,93906;46.36675  M;;0;93,16599;132,394
801;26,01252;368,8978;3,996545;74,98249;53.70747  M;;0;97,41765;115,9697
802;32,28027;73,49606;0,959148;72,36159;42.17858  M;;0;85,72531;148,4278
803;30,77548;316,4482;0,758199;85,85153;29.20093  M;;0;87,87227;124,3461
804;53,46534;218,9418;5,839516;91,60505;46.05807  M;;0;42,97375;116,9749
805;41,89113;540,4713;0,083742;81,77485;51.24167  M;;0;64,8567;75,8278
806;10,08327;253,3345;0,419271;82,63629;40.80928  M;;0;129,1828;154,0989
807;11,59887;104,389;0,810551;72,76473;55.26634  M;;0;125,8655;173,0314
808;31,60485;121,1641;0,967932;87,6562;45.71431  M;;0;86,68217;144,4573
809;48,64407;120,51;4,760989;87,40787;33.05997  M;;0;54,51801;127,6256
810;29,31395;326,6787;1,190714;80,67229;63.92019  M;;0;94,41247;119,0949
811;37,06775;254,8279;0,008905;70,727;34.47413  M;;0;74,98916;127,7894
812;31,19394;391,0277;3,068548;82,06838;62.05389  M;;0;88,89424;110,6157
813;57,00912;316,6272;1,510742;89,39275;21.9602  M;;0;36,79343;95,46432
814;44,99971;299,3731;2,532764;96,79715;44.88701  M;;0;59,74741;115,882
815;30,07251;568,5867;2,103312;72,07589;57.89265  M;;0;90,98959;80,68685
816;42,47961;348,1565;0,405279;76,49362;31.6994  M;;0;66,26508;95,57116
817;21,8397;268,8703;1,991849;92,52454;24.26098  M;;0;106,7726;130,8277
818;14,96008;585,01;5,915712;76,86377;66.68728  M;;0;119,343;95,82513
819;29,78433;442,8751;0,707467;91,82647;55.76955  M;;0;89,73115;114,0875
820;35,50323;242,6757;0,128674;85,86097;66.05267  M;;0;78,14121;123,2835
821;19,58713;378,7151;0,170962;79,71397;51.83372  M;;0;111,3423;121,4746
822;48,29762;257,8363;0,024655;81,18243;38.28022  M;;0;53,89816;106,6748
823;35,7878;232,5069;2,30308;94,52026;40.51111  M;;0;77,72967;127,9519
824;21,05918;174,8175;0,079325;92,34325;69.89662  M;;0;105,917;152,528
825;27,02007;399,4377;0,316838;88,29538;59.79218  M;;0;96,73919;108,8346
826;24,94599;313,9059;0,690348;95,99413;41.69771  M;;0;100,1481;124,4948
827;34,88984;558,9187;0,494771;95,50399;41.20924  M;;0;78,44375;74,43809
828;34,47995;345,4059;0,24971;97,92517;28.25696  M;;0;81,92976;112,653
829;22,76022;262,8938;0,136227;74,20009;47.46596  M;;0;104,624;138,7361
830;15,70038;357,9974;0,029771;92,89815;29.75293  M;;0;119,3268;134,184
831;53,71013;439,0367;0,855515;83,33753;20.06076  M;;1;42,24704;81,34243
832;;;;;;;;;
833;39,04201;59,61882;0,516388;93,19104;21.9314  M;;0;72,75102;157,1631
834;45,38105;438,9717;0,020849;93,96002;29.26283  M;;0;58,42987;84,28434
835;42,3711;382,6753;0,356139;81,56152;33.46816  M;;0;64,59929;100,9078
836;20,81265;547,5746;4,57742;92,83717;47.61102  M;;0;106,7654;98,97653
837;12,55323;272,9814;0,329704;81,15449;54.59186  M;;0;125,9512;147,3402
838;36,66685;363,9084;0,086965;89,62442;63.00943  M;;0;76,10941;108,4353
839;27,06593;449,1959;0,403145;97,69037;22.80008  M;;0;96,57882;92,68645
840;31,75077;271,8677;2,244044;89,34065;59.42881  M;;0;87,32936;125,9965
841;42,88543;222,8348;0,537164;92,15583;33.49935  M;;0;64,50001;127,2179
842;36,49925;314,9261;0,18096;79,84659;39.99814  M;;0;76,33413;113,0693
843;31,8744;329,7076;0,502076;71,20147;37.79922  M;;0;84,79702;114,7793
844;43,76596;205,1603;0,715248;77,05023;47.9703  M;;0;63,94755;131,106
847;56,52428;370,3998;1,388715;78,19662;26.17867  M;;0;36,68461;90,94391
848;11,71635;378,6326;3,082908;71,67076;37.88221  M;;0;126,8586;132,4018
849;24,5514;297,8498;1,196699;90,8719;37.31932  M;;0;100,1448;113,6108
850;36,18837;318,9628;2,061921;75,86632;41.35488  M;;0;77,80583;112,2367
851;38,06911;388,3236;0,044282;88,14726;37.81407  M;;0;72,25501;105,5493
852;43,18155;504,6832;0,386694;74,96688;28.07088  M;;0;63,03033;83,08588
853;21,33305;474,477;1,061106;71,6064;64.04546  M;;0;107,8876;103,8698
854;34,60656;368,1174;0,24053;80,54581;51.64819  M;;0;80,76557;107,2397
855;36,83391;466,1317;3,185973;89,19008;58.92744  M;;0;76,77686;91,10533
856;55,93339;26,30397;1,362747;70,33547;34.84524  M;;0;37,546;143,3828
857;7,706243;351,3683;1,239173;90,92224;56.37921  M;;0;132,292;142,4214
858;19,04484;499,8249;1,532509;73,32118;34.64712  M;;0;112,6016;100,6591
859;26,919;246,323;0,22717;93,43168;50.63144  M;;0;97,09156;132,8467
860;13,78061;408,1917;0,051536;77,92598;47.57298  M;;0;123,1297;116,643
861;29,27529;636,6324;0,310306;89,03109;49.23153  M;;0;90,95159;78,38609
862;44,07736;572,6365;2,279481;71,92967;55.54115  M;;0;58,8829;77,39266
863;42,437;356,119;0,833319;77,14629;67.27286  M;;0;65,57793;107,0837
864;49,6099;242,573;4,383798;73,12707;20.54551  M;;0;50,94392;117,7654
865;38,76857;278,924;0,218462;74,67667;65.42787  M;;0;74,05762;121,3108
866;35,62461;297,2164;0,281262;97,47154;55.23251  M;;0;77,63423;117,7929
867;46,56515;278,2311;0,000461;78,04047;69.74679  M;;0;56,60643;112,1783
868;49,64533;223,9934;0,144184;88,14005;53.94745  M;;0;51,62601;115,0739
869;18,22999;213,8313;0,304206;94,41724;64.13155  M;;1;112,3193;156,3495
870;52,75941;418,1203;0,241098;71,65504;59.92923  M;;0;44,70576;81,75604
871;36,0347;211,8457;0,905495;82,8543;30.68816  M;;0;77,64015;134,3946
872;43,86174;193,1259;0,457379;86,40713;50.69337  M;;0;62,96926;126,9002
873;16,31399;310,3535;0,151867;96,24818;24.05535  M;;0;117,7464;136,8803
874;35,99939;257,073;0,395863;94,75228;23.45186  M;;0;77,90601;130,4371
875;46,78442;297,0267;2,363085;79,57515;41.82772  M;;0;57,77615;107,4522
876;44,29421;340,7104;1,866224;91,32248;52.35958  M;;0;62,65459;103,6298
877;56,4934;635,2855;1,592069;93,24469;31.89284  M;;0;38,02421;45,38957
878;27,62862;310,7133;1,361214;81,09986;64.23688  M;;0;93,40529;122,7913
879;37,2698;466,731;0,072508;83,17321;36.41282  M;;0;76,95388;94,12234
880;29,55295;430,6774;2,054155;95,04084;29.60112  M;;0;90,60054;114,8158
881;32,5142;493,9635;0,54578;72,55888;67.04808  M;;0;86,22433;87,00718
882;48,44195;347,9368;0,150329;82,3455;64.47663  M;;0;53,63811;101,2064
883;36,65403;459,3342;4,254551;93,9395;68.92516  M;;0;75,49832;91,42286
884;42,74456;55,38247;0,771657;76,04619;67.7788  M;;0;66,39556;152,3614
885;44,14293;360,8133;1,041735;82,12535;44.92105  M;;0;60,66083;104,3553
886;25,01243;215,3398;0,420625;73,04491;40.41435  M;;0;100,7575;140,6481
887;25,88798;181,8762;0,011256;84,6985;43.18226  M;;0;97,61795;145,4825
888;31,71188;496,9588;1,800263;92,77386;27.56884  M;;0;86,17178;92,85143
889;43,50865;249,9486;1,658707;76,67215;28.01101  M;;0;63,18899;122,8915
890;29,39855;380,4719;4,162005;81,87538;49.20781  M;;0;92,10424;106,2213
891;17,49248;189,3258;0,612371;82,21784;21.26407  M;;0;116,3588;150,1342
894;37,44632;226,1617;0,033544;91,91922;33.2526  M;;0;75,3224;131,5422
895;30,90699;187,0832;1,189582;85,58326;29.14157  M;;0;87,2302;133,4219
896;31,83662;400,3015;2,21051;88,34831;31.64172  M;;0;86,54777;102,2621
897;22,90856;189,6462;0,068255;97,93397;54.04149  M;;0;105,0046;151,8134
898;30,89413;317,7396;0,261176;97,41373;31.32359  M;;0;89,39304;114,8031
899;25,25942;467,1321;0,697044;91,2555;44.04274  M;;0;99,93553;95,78458
900;28,47867;605,2908;0,020498;83,28272;41.55172  M;;0;92,2017;76,46022
901;35,22672;250,8067;1,660623;75,84081;63.23542  M;;0;79,24529;125,1123
902;;;;;;;;;
903;17,32723;264,668;0,163221;87,56876;68.02344  M;;0;114,6557;140,0273
904;28,80326;385,6547;0,161623;83,49693;69.98699  M;;0;91,98294;104,629
905;37,13241;276,3039;1,941189;96,59205;41.04737  M;;0;74,71715;123,7851
906;27,89112;145,105;0,004398;70,88278;53.12816  M;;0;96,36799;152,3752
907;15,57662;342,8854;0,81812;74,07021;30.38663  M;;0;119,14;129,1081
908;19,42417;408,2871;0,644597;81,61467;25.48119  M;;0;110,2147;113,778
909;33,62129;376,3971;0,307372;98,96817;36.68036  M;;0;83,31804;112,2186
910;46,53334;185,9686;0,124962;78,89981;31.79307  M;;0;56,40288;115,9811
911;34,42148;430,051;0,096207;73,23692;66.50503  M;;0;80,40914;109,6555
912;17,42905;442,9965;2,034167;86,79325;65.5353  M;;0;113,9966;110,7702
913;29,48546;312,782;0,342908;74,54094;40.85385  M;;0;92,20342;122,949
914;25,45606;523,323;1,017252;90,74249;47.99199  M;;0;98,59327;92,54
915;38,01762;576,2014;0,272603;73,50989;23.86368  M;;0;74,75451;77,93299
916;66,20175;13,12767;1,842708;87,13563;22.58917  M;;0;16,77942;129,8116
917;51,31865;282,0477;0,217579;70,06007;62.53917  M;;1;48,65607;108,8492
918;44,28215;340,6502;0,584958;92,99304;54.99054  M;;0;62,17622;108,3086
919;21,15865;291,3014;0,512182;98,32297;23.38053  M;;0;108,0929;124,9779
920;34,54796;233,6501;4,543158;90,04667;48.93372  M;;0;81,31793;134,7238
921;41,83422;197,118;0,002994;74,61756;49.81272  M;;0;66,61867;127,0509
922;46,27693;168,0023;0,91155;88,49512;61.4399  M;;0;57,4587;136,5069
923;33,10349;396,152;1,416626;77,9525;65.96599  M;;0;82,88484;97,23964
924;35,31565;624,5532;0,325489;71,91619;32.14749  M;;0;79,628;69,38593
925;49,95378;423,1029;0,009375;79,39267;56.81626  M;;0;49,20553;86,62292
926;23,45435;318,7519;0,300636;88,45066;52.93816  M;;0;103,9203;124,2655
927;33,87191;330,9743;3,039411;87,75891;28.10778  M;;0;83,25342;111,133
928;28,44715;195,3085;1,475403;76,85765;37.44494  M;;0;92,88322;139,1568
929;12,73533;96,95108;2,273586;83,21631;62.70146  M;;0;124,2677;172,3098
930;30,42391;372,3966;1,395098;98,08287;52.4042  M;;0;88,4957;118,074
931;29,52921;480,6149;0,170596;78,4306;61.92195  M;;0;91,44358;93,4921
932;29,10699;325,3026;8,462263;89,21538;55.60966  M;;0;90,25605;112,0743
933;22,45503;497,1502;0,702128;73,41721;28.65674  M;;0;103,8063;103,0404
934;54,34969;290,3593;7,431695;83,3144;27.06631  M;;0;42,57885;98,40626
935;53,53904;109,4202;0,063394;86,78438;34.33838  M;;0;42,68757;130,573
936;28,70763;311,7898;0,104749;91,62753;27.58906  M;;0;92,47997;120,7844
937;36,10595;295,0313;0,568764;78,03126;37.69453  M;;0;76,92637;118,3002
938;39,15396;540,6496;0,602692;76,96527;44.80827  M;;0;70,85289;81,46148
941;17,81436;268,0594;1,206717;91,13062;57.0516  M;;0;114,5758;141,5845
942;29,23708;318,6049;0,046971;98,1326;59.0853  M;;0;91,6947;119,7229
943;35,38004;393,3619;4,006466;78,37194;51.43483  M;;0;75,99706;104,7717
944;52,30779;395,4754;2,79376;71,33248;47.40577  M;;0;44,51893;97,79051
945;18,42877;262,2606;2,047076;72,02514;34.28389  M;;0;113,2104;132,9354
946;35,25976;327,9006;0,604222;89,90879;29.68751  M;;0;79,60471;123,9153
947;27,99948;370,1523;0,576832;93,30788;60.08245  M;;0;94,89713;109,1107
948;34,4651;385,2078;0,756151;86,21923;34.16309  M;;0;81,00298;101,903
949;22,23939;330,0896;0,043279;92,01541;29.72109  M;;0;104,9178;136,3079
950;37,11664;298,4455;0,609642;89,66658;47.28435  M;;0;76,62415;114,7645
951;23,88961;546,4792;1,709087;80,88508;46.29266  M;;0;103,2124;86,35697
952;18,52683;261,2566;1,364403;88,11184;68.17013  M;;0;111,6859;143,7562
953;56,41326;95,45175;2,38691;89,68493;61.91959  M;;0;37,90753;136,2168
954;38,04919;369,7069;0,710919;83,17142;67.9764  M;;0;74,61532;102,1347
955;37,07801;243,6991;0,127239;84,38291;32.22487  M;;0;75,91692;122,1321
956;20,06297;610,6074;2,397871;94,69147;46.62602  M;;0;109,2325;94,79749
957;35,34465;344,1526;3,145466;92,73544;36.21192  M;;0;80,35747;108,7777
958;40,61729;185,8076;1,054441;96,97337;26.75858  M;;0;70,24903;135,2874
959;17,2025;307,8417;0,926505;87,79148;20.48727  M;;0;114,9959;128,8757
960;31,3919;417,1953;2,331715;98,13916;58.61071  M;;0;86,78315;100,4357
961;40,71088;459,8238;0,215693;76,25098;55.29668  M;;0;67,82505;92,35794
962;33,54519;408,9612;1,246022;84,67908;20.34838  M;;1;80,07484;103,2376
963;7,705498;307,0917;4,185709;74,7809;64.96246  M;;0;134,0314;155,3992
964;49,18992;121,3896;4,251716;81,19067;56.47159  M;;0;52,06037;127,9012
965;41,10074;202,1341;0,057702;98,39671;39.07017  M;;0;67,07093;123,2346
966;38,82652;367,3184;0,387469;86,09335;63.92706  M;;0;72,24766;107,3176
967;41,86517;322,8202;0,306314;79,69247;37.8052  M;;0;66,52617;103,8587
968;37,72987;226,9783;1,531859;83,16997;22.00145  M;;0;75,67651;132,6013
969;39,64826;485,3781;1,411572;84,47399;57.1542  M;;0;70,58803;90,55732
970;50,4127;427,4358;5,02451;71,0916;60.00301  M;;0;46,94553;85,29156
971;42,31664;336,3412;1,969982;79,29145;67.52728  M;;0;65,27037;100,8304
972;40,8193;536,3413;0,135599;76,91162;66.72063  M;;0;68,90619;78,09267
973;24,22113;297,952;2,911069;83,40833;62.42117  M;;0;101,6696;127,6616
974;34,77931;311,8311;4,110072;81,43817;59.58128  M;;0;80,96115;114,1632
975;42,1616;467,7154;0,1585;82,2757;23.45691  M;;1;65,44475;88,62829
976;24,35913;247,5825;1,490482;92,86117;61.86832  M;;0;100,3649;145,2203
977;14,55518;247,6856;0,086993;88,13831;50.41973  M;;0;120,7477;143,0211
978;37,37958;299,5866;2,301009;94,58638;52.68581  M;;0;77,01274;119,8813
979;12,82834;373,5508;3,530327;70,90318;64.70532  M;;0;125,3874;134,5532
980;50,81135;258,4758;1,168918;83,59402;55.1012  M;;0;49,39385;108,185
981;24,05942;153,3728;0,986874;79,80339;63.23528  M;;0;103,3808;151,5409
982;32,16632;357,0056;0,177404;85,96806;44.63274  M;;0;84,07874;109,8744
983;63,50603;296,9382;3,663919;72,59859;38.82478  M;;0;22,47523;95,03262
984;24,93343;424,5239;3,262842;93,84368;22.38925  M;;0;101,6299;105,3875
985;19,6162;756,5085;2,805719;76,81398;28.29722  M;;0;110,9675;70,19433
988;14,32496;278,9519;6,437981;87,90435;37.29506  M;;0;120,6127;129,3607
989;46,83379;369,4771;1,261123;76,36167;38.45388  M;;0;56,0038;93,65521
990;43,34486;329,725;0,158304;77,4751;39.7129  M;;0;63,83878;107,1603
991;21,62056;374,2886;0,287584;83,11139;43.26676  M;;0;107,8774;120,037
992;11,93109;473,4111;1,604193;74,84269;31.72343  M;;0;125,9432;118,5145
993;30,2112;314,5847;2,609677;89,23781;33.07814  M;;0;90,78046;121,4909
994;37,79595;571,8756;0,963078;81,80591;68.16337  M;;0;74,0727;80,92495
995;37,72708;330,7207;1,396716;88,91519;39.9416  M;;0;72,88559;107,664
996;48,94273;69,70602;0,066147;80,74485;27.47369  M;;0;52,43509;150,2847
997;44,77439;339,7093;3,230575;80,17422;62.67642  M;;1;58,59657;101,5744
998;25,4251;438,6952;0,837128;93,18326;51.73799  M;;1;98,06126;101,2847
999;40,94292;462,0879;0,17053;92,29019;69.7253  M;;0;67,68928;89,53769
1000;61,23214;368,9553;0,576399;85,82489;34.04086  M;;0;28,74187;90,14166
1001;38,98914;179,1244;1,225893;97,7567;68.57227  M;;0;73,26083;123,2007
1002;38,28198;462,98;2,015227;75,6752;48.9402  M;;0;74,03546;98,43163
1003;50,48121;332,7577;0,024183;80,13707;64.91359  M;;0;50,18665;102,9501
1004;30,15769;312,7582;0,656937;70,05219;37.31776  M;;0;88,47478;129,9692
1005;43,63902;192,6067;1,72587;81,36016;54.18156  M;;0;61,92928;133,0449
1006;36,99562;429,4504;0,082003;89,56689;46.34106  M;;0;75,83591;89,8207
1007;33,62317;335,5195;1,366258;97,52236;67.12309  M;;0;82,47594;117,7137
1008;26,40015;450,4214;0,14775;82,60763;51.12214  M;;0;98,7202;98,75435
1009;24,54361;220,9144;0,035718;84,65056;65.19804  M;;0;100,943;134,3796
1010;51,33597;180,9963;0,349819;95,20128;60.34805  M;;1;48,37341;114,9667
1011;47,49411;128,7588;4,124928;89,56401;37.88704  M;;0;54,34703;145,4652
1012;45,85579;169,2563;2,708286;89,14705;39.8351  M;;0;58,27079;127,3742
1013;22,54013;328,6132;0,370905;98,47568;41.42714  M;;0;106,1667;128,5629
1014;24,62048;279,4925;1,295853;90,23096;61.42356  M;;0;101,8856;130,7197
1015;25,83336;407,4168;0,541654;81,8428;49.23806  M;;0;98,34542;111,4659
1016;12,48632;369,3214;1,816812;82,3237;46.10219  M;;0;123,1516;122,8178
1017;39,40328;235,8754;0,702591;88,54244;61.23153  M;;0;69,52158;135,3326
1018;18,38399;16,76445;0,295516;83,13254;32.43184  M;;0;113,1456;172,3303
1019;27,6553;281,9413;0,01368;77,89347;52.85485  M;;0;93,19695;136,3156
1020;59,2437;525,6547;0,051014;75,86811;63.2791  M;;0;31,93328;61,00592
1021;63,49834;225,6681;0,105707;80,70311;20.06222  M;;0;23,98669;99,98948
1022;33,35142;400,6841;0,06173;90,71322;22.35574  M;;0;84,68374;104,0807
1023;27,92568;562,1311;0,763643;78,41225;22.75089  M;;0;94,89539;83,96901
1024;18,54837;226,2512;1,869989;94,27752;62.54047  M;;0;112,5763;145,3181
1025;13,35114;406,2757;0,464384;96,13839;30.19433  M;;0;123,4312;123,3595
1026;39,51508;309,1337;0,363676;85,31372;52.42152  M;;0;70,22213;120,8128
1027;14,92292;292,4374;1,40023;91,99238;49.94236  M;;0;120,9252;133,1251
1028;42,50921;290,719;2,051844;78,60628;24.80242  M;;0;65,60578;109,8458
1029;43,88774;223,1332;0,780077;70,63621;56.07303  M;;0;61,49302;124,7364
1030;19,27813;193,8816;0,122393;73,23611;47.84624  M;;0;112,3943;151,5069
1031;52,10664;523,7772;2,726513;95,80602;67.88155  M;;0;45,64871;74,34888
1032;43,48613;39,36908;2,346683;79,27413;58.18052  M;;0;63,19834;148,3717
1035;30,85136;214,2217;0,210736;76,18169;39.28424  M;;0;89,59739;142,8037
1036;38,02376;220,5118;0,568424;79,28603;40.8767  M;;0;73,35097;131,7649
1037;40,5213;166,4714;0,244313;84,21661;38.75789  M;;0;69,04913;141,829
1038;53,78264;465,1219;6,64788;91,9807;27.88972  M;;0;43,94019;68,99248
1039;34,7671;451,1606;4,524067;83,65527;57.84177  M;;0;80,79364;92,23664
1040;35,78597;435,175;0,488395;99,47619;58.11525  M;;0;77,63865;97,88701
1041;56,20337;402,9362;0,448896;74,1091;66.14282  M;;0;37,3477;79,50234
1042;25,01329;350,1318;0,437522;87,95787;33.61245  M;;0;98,40649;123,4414
1043;28,9675;244,4616;0,176684;90,88186;26.99084  M;;0;91,67729;135,8503
1044;38,58432;247,2947;1,085827;99,45076;56.42402  M;;0;70,05797;121,1253
1045;20,58598;476,2213;0,183274;81,77864;22.23438  M;;0;107,6452;110,2672
